rater,task,model,prompt_style,rubric,score
2,small multi,Grok,standards,Legend–encoding alignment,yes
2,small multi,Grok,baseline,Legibility,N/A
2,small multi,Grok,selfcheck,Legibility,no
2,small multi,Grok,standards,Legibility,no
2,small multi,Grok,baseline,Text clarity,N/A
2,small multi,Grok,selfcheck,Text clarity,no
2,small multi,Grok,standards,Text clarity,no
2,stacked bars,ChatGPT 5 Thinking,baseline,Aligned scales,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Aligned scales,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Aligned scales,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Appropriate visual encoding,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Appropriate visual encoding,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Appropriate visual encoding,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Axis integrity,no
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Axis integrity,no
2,stacked bars,ChatGPT 5 Thinking,standards,Axis integrity,no
2,stacked bars,ChatGPT 5 Thinking,baseline,Chart type suitability,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Chart type suitability,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Chart type suitability,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Code reproducibility,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Code reproducibility,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Code reproducibility,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Color redundancy,no
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Color redundancy,no
2,stacked bars,ChatGPT 5 Thinking,standards,Color redundancy,no
2,stacked bars,ChatGPT 5 Thinking,baseline,Colorblind safety,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Colorblind safety,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Colorblind safety,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Data faithfulness,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Data faithfulness,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Data faithfulness,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Efficiency,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Efficiency,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Efficiency,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Holistic interpretation,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Holistic interpretation,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Holistic interpretation,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Legend–encoding alignment,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Legend–encoding alignment,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Legend–encoding alignment,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Legibility,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Legibility,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Legibility,yes
2,stacked bars,ChatGPT 5 Thinking,baseline,Text clarity,yes
2,stacked bars,ChatGPT 5 Thinking,selfcheck,Text clarity,yes
2,stacked bars,ChatGPT 5 Thinking,standards,Text clarity,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Aligned scales,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Aligned scales,yes
2,stacked bars,Gemini 2.5 Pro,standards,Aligned scales,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Appropriate visual encoding,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Appropriate visual encoding,yes
2,stacked bars,Gemini 2.5 Pro,standards,Appropriate visual encoding,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Axis integrity,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Axis integrity,yes
2,stacked bars,Gemini 2.5 Pro,standards,Axis integrity,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Chart type suitability,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Chart type suitability,yes
2,stacked bars,Gemini 2.5 Pro,standards,Chart type suitability,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Code reproducibility,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Code reproducibility,yes
2,stacked bars,Gemini 2.5 Pro,standards,Code reproducibility,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Color redundancy,no
2,stacked bars,Gemini 2.5 Pro,selfcheck,Color redundancy,no
2,stacked bars,Gemini 2.5 Pro,standards,Color redundancy,no
2,stacked bars,Gemini 2.5 Pro,baseline,Colorblind safety,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Colorblind safety,no
2,stacked bars,Gemini 2.5 Pro,standards,Colorblind safety,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Data faithfulness,no
2,stacked bars,Gemini 2.5 Pro,selfcheck,Data faithfulness,no
2,stacked bars,Gemini 2.5 Pro,standards,Data faithfulness,no
2,stacked bars,Gemini 2.5 Pro,baseline,Efficiency,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Efficiency,yes
2,stacked bars,Gemini 2.5 Pro,standards,Efficiency,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Holistic interpretation,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Holistic interpretation,yes
2,stacked bars,Gemini 2.5 Pro,standards,Holistic interpretation,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Legend–encoding alignment,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Legend–encoding alignment,yes
2,stacked bars,Gemini 2.5 Pro,standards,Legend–encoding alignment,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Legibility,no
2,stacked bars,Gemini 2.5 Pro,selfcheck,Legibility,yes
2,stacked bars,Gemini 2.5 Pro,standards,Legibility,yes
2,stacked bars,Gemini 2.5 Pro,baseline,Text clarity,yes
2,stacked bars,Gemini 2.5 Pro,selfcheck,Text clarity,yes
2,stacked bars,Gemini 2.5 Pro,standards,Text clarity,yes
2,stacked bars,Grok,baseline,Aligned scales,yes
2,stacked bars,Grok,selfcheck,Aligned scales,yes
2,stacked bars,Grok,standards,Aligned scales,yes
2,stacked bars,Grok,baseline,Appropriate visual encoding,yes
2,stacked bars,Grok,selfcheck,Appropriate visual encoding,yes
2,stacked bars,Grok,standards,Appropriate visual encoding,yes
2,stacked bars,Grok,baseline,Axis integrity,yes
2,stacked bars,Grok,selfcheck,Axis integrity,yes
2,stacked bars,Grok,standards,Axis integrity,yes
2,stacked bars,Grok,baseline,Chart type suitability,yes
2,stacked bars,Grok,selfcheck,Chart type suitability,yes
2,stacked bars,Grok,standards,Chart type suitability,yes
2,stacked bars,Grok,baseline,Code reproducibility,yes
2,stacked bars,Grok,selfcheck,Code reproducibility,yes
2,stacked bars,Grok,standards,Code reproducibility,yes
2,stacked bars,Grok,baseline,Color redundancy,no
2,stacked bars,Grok,selfcheck,Color redundancy,no
2,stacked bars,Grok,standards,Color redundancy,no
2,stacked bars,Grok,baseline,Colorblind safety,yes
2,stacked bars,Grok,selfcheck,Colorblind safety,yes
2,stacked bars,Grok,standards,Colorblind safety,yes
2,stacked bars,Grok,baseline,Data faithfulness,no
2,stacked bars,Grok,selfcheck,Data faithfulness,no
2,stacked bars,Grok,standards,Data faithfulness,no
2,stacked bars,Grok,baseline,Efficiency,yes
2,stacked bars,Grok,selfcheck,Efficiency,yes
2,stacked bars,Grok,standards,Efficiency,yes
2,stacked bars,Grok,baseline,Holistic interpretation,yes
2,stacked bars,Grok,selfcheck,Holistic interpretation,yes
2,stacked bars,Grok,standards,Holistic interpretation,yes
2,stacked bars,Grok,baseline,Legend–encoding alignment,yes
2,stacked bars,Grok,selfcheck,Legend–encoding alignment,yes
2,stacked bars,Grok,standards,Legend–encoding alignment,yes
2,stacked bars,Grok,baseline,Legibility,no
2,stacked bars,Grok,selfcheck,Legibility,yes
2,stacked bars,Grok,standards,Legibility,yes
2,stacked bars,Grok,baseline,Text clarity,yes
2,stacked bars,Grok,selfcheck,Text clarity,yes
2,stacked bars,Grok,standards,Text clarity,yes
